AUC,PR_AUC,Precision,Recall,F1,Accuracy,PosEdges,InputGraph,TargetGraph,InputEdges,TargetEdges,Scenario,Seed,BestEpoch
0.9610965535099738,0.9749239516858272,0.6400845503458877,0.9627167630057804,0.7689289012003694,0.7106936416184971,6920,1437,1438,8071,6920,high_density,0,49
0.9680742240966752,0.9795523663588454,0.6460516467065869,0.9747317899491813,0.7770650461399955,0.7203557312252964,7084,285,286,7968,7084,high_density,0,49
0.96888781822049,0.9806628119605816,0.6458455114822547,0.972463221425877,0.7761942994781212,0.7196026656607569,7953,1266,1267,8107,7953,high_density,0,49
0.9757107572643585,0.9846759744736299,0.6463000678886626,0.9789203084832905,0.7785728889797587,0.7215938303341902,7780,635,636,7742,7780,high_density,0,49
0.9433837834264032,0.9557905489886251,0.6481942714819428,0.9759756240478143,0.7790094008699312,0.7231337161607875,8533,184,185,8229,8533,high_density,0,49
0.9648205802574077,0.9786972397556157,0.6498500617392838,0.9664218258132214,0.7771332137960131,0.7228488982161595,7624,137,138,7817,7624,high_density,0,49
0.9441219936703329,0.9659249461595977,0.6498993963782697,0.9562363238512035,0.7738541666666666,0.7205560561204788,7769,1449,1450,7820,7769,high_density,0,49
0.9810674219895834,0.9874012726075356,0.651053456381682,0.9838179186949085,0.7835699690889086,0.728259439547428,7601,682,683,8322,7601,high_density,0,49
0.949210154050586,0.963886783977804,0.6483766999449729,0.9627640947823042,0.7748966553927095,0.7203221664526672,8567,737,738,8128,8567,high_density,0,49
0.9816902601119929,0.9879897885704834,0.6517134492853452,0.9858035946861162,0.784677586564379,0.7294868455326908,7678,295,296,7823,7678,high_density,0,49
0.9778880539347286,0.986053523908918,0.651803162195772,0.9799679487179487,0.7828870158967246,0.7282318376068376,7488,811,812,8348,7488,high_density,0,49
0.8551604557209384,0.9178360066391613,0.6213149978513107,0.8642993782879005,0.7229361468073404,0.6687589670014347,8364,968,969,8898,8364,high_density,0,49
0.967577335344267,0.979244080697024,0.6439708460190054,0.968906163242643,0.7737072548910935,0.7166157690172127,7204,628,629,7864,7204,high_density,0,49
0.9698581447180253,0.9811927744525287,0.649480907971142,0.9732366512854318,0.7790617909345153,0.7239947264337508,7585,167,168,8401,7585,high_density,0,49
0.9669616487322393,0.9786891327545622,0.6459220779220779,0.9761344010048674,0.7774165311991997,0.72052127492542,6369,1234,1235,8439,6369,high_density,0,49
0.9823039695196927,0.9876088164939818,0.6555106751298326,0.987504074758231,0.7879654918281528,0.7342714332282951,9203,71,72,8900,9203,high_density,0,49
0.9779012010202529,0.9853504681653782,0.6499076716468021,0.9809958190801976,0.7818448023426061,0.7262764474851134,7893,343,344,7854,7893,high_density,0,49
0.9674326884348627,0.979406327750561,0.6467123769338959,0.9682811266122664,0.7754822388531675,0.7196630692287445,7598,170,171,8155,7598,high_density,0,49
0.9634049106348039,0.9768660235000126,0.6505687115420473,0.9693012918460897,0.7785774058577406,0.7243367134324211,7199,713,714,8187,7199,high_density,0,49
0.9689038220717597,0.9800276575754545,0.6476945244956772,0.9734704926908501,0.7778498810296345,0.7219815917704385,7388,1267,1268,7953,7388,high_density,0,49
0.9726765552431231,0.98268437842381,0.6459819305753686,0.9748833871546466,0.777062777062777,0.7203085755292429,8361,844,845,8428,8361,high_density,0,49
0.9805163515949351,0.9874732303206255,0.6505852578298007,0.9853857211308098,0.7837271341463414,0.7280785816962146,8348,810,811,7810,8348,high_density,0,49
0.9842685502483423,0.9892071678986949,0.657427089533203,0.989252814738997,0.789906522960617,0.7368858751279427,7816,99,100,8742,7816,high_density,0,49
0.9801116579093511,0.9871745535729693,0.6531002695886599,0.9816993464052287,0.7843751631939004,0.7301307189542484,7650,110,111,7810,7650,high_density,0,49
