AUC,Precision,Recall,F1,Accuracy,MRR,PosEdges,NegEdges,InputGraph,TargetGraph
0.9643517215188243,0.6425070028011205,0.9660436957093972,0.771737987593313,0.714266912345354,1.0,7598,7598,170,171
0.9718466240595178,0.6513059701492537,0.9733723686044891,0.7804169228189795,0.7261257493377945,1.0,7173,7173,171,172
0.9651726277616862,0.6457787810383747,0.9658338960162053,0.7740259740259741,0.7180283592167455,1.0,7405,7405,172,173
0.9748455902042397,0.652905054322154,0.9776488895176121,0.7829387107737623,0.7289574197199038,1.0,7069,7069,173,174
0.9634103094347636,0.6464132057248222,0.9684293606945541,0.7753146227160234,0.7193501710076295,1.0,7602,7602,174,175
0.9753740185149661,0.654302072413515,0.9812552908453259,0.7850991775520078,0.7314064578546378,1.0,8269,8269,175,176
0.9752563130941448,0.6495008319467555,0.9800401707255837,0.7812468728109677,0.7255837308561386,1.0,7966,7966,176,177
0.9784861087584752,0.6490536952984499,0.9832641411520499,0.7819448026824865,0.7258043591074209,1.0,7708,7708,177,178
0.9762637868393791,0.643366991643454,0.9795891318754142,0.7766510797036725,0.7182902584493042,1.0,7545,7545,178,179
0.9776208589908795,0.6505812494772937,0.9808346992813012,0.7822807723250201,0.7270205522632707,1.0,7931,7931,179,180
0.9711817335744228,0.6478599221789884,0.9750418293363079,0.7784704441723255,0.7225320691578361,1.0,7172,7172,180,181
0.9737439710819367,0.6481364497789008,0.977408818726184,0.7794237343317597,0.7233941208492106,1.0,7348,7348,181,182
0.9747576214444207,0.6507322692117822,0.9792001980933515,0.7818694083337453,0.7268168874582147,1.0,8077,8077,182,183
0.9743845737551386,0.6533441426834211,0.9793413537489367,0.7837969266679634,0.7298578199052133,1.0,8229,8229,183,184
0.9740034515422294,0.6523595156783608,0.9849994140396109,0.7848905075407386,0.7300480487519043,1.0,8533,8533,184,185
0.9687673017856054,0.6479284369114877,0.9720299477327307,0.7775580541273518,0.7219240005650516,1.0,7079,7079,185,186
0.9713351239625893,0.6512956370560476,0.9762968478530653,0.7813477677906342,0.7267932489451476,1.0,8058,8058,186,187
0.9650029152370853,0.6503011799653436,0.9664009809932557,0.7774489493933117,0.7233599019006745,1.0,8155,8155,187,188
0.9764268228184714,0.6489990028380762,0.9801899907321594,0.7809312843232268,0.7250347544022243,1.0,8632,8632,188,189
0.9601462955904277,0.6475958612294583,0.9596701455997938,0.7733361021700758,0.7187218141992011,1.0,7761,7761,189,190
0.9753703736039308,0.6480842733289829,0.9809510371102018,0.7805097114628944,0.7241427966699591,1.0,7087,7087,190,191
0.9756520824499567,0.6545542635658915,0.9802878219857298,0.7849707064349005,0.7314669246583626,1.0,8269,8269,191,192
0.9536885828376516,0.6430640489217895,0.9550669216061185,0.7686093479515291,0.7124760994263862,1.0,8368,8368,192,193
0.9682420328880266,0.6474544525796015,0.9699017982400204,0.776535457190994,0.7208901925774773,1.0,7841,7841,193,194
0.9647602905055056,0.6477415871873313,0.9679978485948635,0.7761306668104145,0.7207879521312357,1.0,7437,7437,194,195
0.9808381448252659,0.6477111174296275,0.984300734552787,0.7812964444952555,0.7244706899034999,1.0,6943,6943,195,196
